TOKEN_ADDRESS,TIMESTAMP,PRICE
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-14,1.450790673
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-15,1.535761244
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-16,1.181285523
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-17,1.185968989
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-18,1.024624832
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-19,1.135188347
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-20,0.864362165
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-21,0.812536595
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-22,0.548976517
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-23,0.674812192
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-24,0.48358345
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-25,0.47514834
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-26,0.461877836
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-27,0.562461973
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-28,0.59878736
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-29,0.616146991
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-11-30,0.599927903
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-01,0.498029207
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-02,0.49152433
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-03,0.495986905
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-04,0.43967778
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-05,0.387658488
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-06,0.403529982
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-07,0.442199383
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-08,0.376950875
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-09,0.245087158
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-10,0.238037552
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-11,0.256500374
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-12,0.24076387
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-13,0.189559018
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-14,0.204315493
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-15,0.203910149
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-16,0.172980546
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-17,0.177792937
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-18,0.196317248
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-19,0.210286871
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-20,0.185974884
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-29,0.05239124889
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-28,0.05628934149
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-27,0.0727753989
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-26,0.0889567451
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-25,0.09916692673
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-24,0.122878642
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-23,0.1539885
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-22,0.163947
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-21,0.1731339479
0x24ea0d436d3c2602fbfefbe6a16bbc304c963d04,2021-12-30,0.083906
