pool_address,pool_name,token0,token1
0x494f89131098cb73e65d22d03f2b333d6db3ef18,UST-1SUSHI,0x224e64ec1bdce3870a6a6c777edd450454068fec,0xbec775cb42abfa4288de81f387a9b1a3c4bc552a
0xdc4361ea0d31f604ffc7e19e1ed70ac306c8634e,YANG-XYA,0x340042552d19211795dbe55d84fa2e63bc49b890,0x9b68bf4bf89c115c721105eaf6bd5164afcc51e4
0x050380a680b8512e591c7987a73ea904b316b632,hMOCHI-JEWEL,0x691f37653f2fbed9063febb1a7f54bc5c40bed8c,0x72cb10c6bfa5624dd07ef608027e366bd690048f
0x4fd9f91b9a6700adceade5ca1845e62e3e3265dd,ADENA-WONE,0x97594e465e6b4df48e58327f566a3f79e9274655,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x347827dc5f990aebd1cf18bb493169fcccfc3f17,SEAHORSE-WONE,0x54b3cc870576b2059f464929ae52196719631eac,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x9ac61d94f8202ff2709870922a0a876f6e0a0837,TROLL-1ETH,0x25dcee96fcd63ad88b812cce02b3fcf7d1504f2d,0x6983d1e6def3690c4d616b13597a09e6193ea013
0xa0e4f1f65e80a7afb07cb43956dc8b91c7dbc640,bscUSDC-1USDC,0x44ced87b9f1492bf2dcf5c16004832569f7f6cba,0x985458e523db3d53125813ed68c274899e9dfab4
0x8084117b3658d9992803f26ba78db63addfa361b,JEWEL-MAGIC,0x72cb10c6bfa5624dd07ef608027e366bd690048f,0x892d81221484f690c0a97d3dd18b9144a3ecdfb7
0x989caf98c8f5483302d1b150b8d3ab08bdc69418,FOX-WONE,0x0159ed2e06ddcd46a25e74eb8e159ce666b28687,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xaf3aeb17d43c3b4c0aac7e49acc69ef780f528e2,1USDC-AVAX,0x985458e523db3d53125813ed68c274899e9dfab4,0xb12c13e66ade1f72f71834f2fc5082db8c091358
0x1b868f8b8490ef64878baec00b680eb3e89285da,hMOCHI-1DSLA,0x0dd740db89b9fda3baadf7396ddad702b6e8d6f5,0x34704c70e9ec9fb9a921da6daad7d3e19f43c734
0x5bec7c157050827731fa76bfb6fc0bb0f164f8f6,MAGIC-BUSD,0x892d81221484f690c0a97d3dd18b9144a3ecdfb7,0xe176ebe47d621b984a73036b9da5d834411ef734
0xa584915912581a64af1ea54ea5c4104019c8a28f,RUG-WONE,0xab7f82b94c04079818a92f9a3758f8c9877cc3c7,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x7d082a2aa0acfba955127dc2c85168a4861a3e27,1ETH-1DAI,0x6983d1e6def3690c4d616b13597a09e6193ea013,0xef977d2f931c1978db5f6747666fa1eacb0d0339
0x2f3077ad0286b51925ec751c3c7e5811f9f14d43,TROLL-BARD,0x25dcee96fcd63ad88b812cce02b3fcf7d1504f2d,0x69f4e54c666f7ddaf66d11876f557ec21cb65f35
0x6486535b7b05d6062bd06525bd5e295bdc913fcf,SMUG-WONE,0x44afdbe2cb42cc18759159f7e383afb0ca8e57ad,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xc57aefdc5c242d388066351a52cfe6b1bfe65696,ADENA-1USDC,0x98292832868f20ede0b98c73ac506e1aa792b8b2,0x985458e523db3d53125813ed68c274899e9dfab4
0xaa2927462229b21381320500265c9f6f4bdfeaa6,DOGOCO-WONE,0x42df7fca3c696fd6fbdc0b94c89ae5095c16a735,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x37ae3d0f394e38264a6a505a4f13a5f86983925c,IKURA-BOSS,0x40d2f81bd135b5282cb2aa18f19cf7098079d012,0xe7bbe0e193fdfe95d2858f5c46d036065f8f735c
0x3696293a39abb86d5a0022e50bc6b3f842a53d79,1USDC-SUN,0x985458e523db3d53125813ed68c274899e9dfab4,0xfa1184b73a24c5426103766579a2ca9dd4e465f2
0x96f7a164a81574708b593613ce08ded7474ca6e2,fRENT-WONE,0x52274a3af646153fab00b8605e1f6f7072ce71f3,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x540643c0a522c455ea2c59a2c526fbc9fd331b82,SHIB-WONE,0x3f1a9ff6ca891bc30e815390097a1d94f9812171,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x509e2f51f16748031b186e0e2e77e9f4af80c5e0,ZOFT-WONE,0x04d83abb3e0c163ad09e9e46cc5320463f8f50d1,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x8142d1b6a32e40c62b8ada3685475924578a804c,QUARTZ-WONE,0xb9e05b4c168b56f73940980ae6ef366354357009,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xf2fd581a70f1a6ebde88858b0bc0811cc6a31eab,EUSK-WONE,0x85a1dd919cd605aa2ead4b01ff1190504bcab609,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xc7a5520b18e0d55f707e86c2d1fbd04f10138ffc,1PAXG-1USDC,0x7afb0e2eba6dc938945fe0f42484d3b8f442d0ac,0x985458e523db3d53125813ed68c274899e9dfab4
0x67b1168aa0079ee766bd3ab6706b26a9345308f9,FOX-COINKX,0x0159ed2e06ddcd46a25e74eb8e159ce666b28687,0x7ca9c1d0bb11f1b7c31ee5538d7a75aaf2d8e2fc
0x68a5852eedf8977a6652eb0d0153f6072904d289,1FTM-WONE,0x39ab439897380ed10558666c4377facb0322ad48,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x479a94865998c758dd76ddc8eb6b3b3e0c71ea9e,BOSS-RVRS,0xe7bbe0e193fdfe95d2858f5c46d036065f8f735c,0xed0b4b0f0e2c17646682fc98ace09feb99af3ade
0x25f1af0ca9434ed4fed76da7c856c153f5c31da0,1AAVE-VIPER,0xcf323aad9e522b93f11c352caa519ad0e14eb40f,0xea589e93ff18b1a1f1e9bac7ef3e86ab62addc79
0x927352ed0531d2e39311b5cf5715f1aeaba45e03,1WBTC-bscDOGE,0x3095c7557bcb296ccc6e363de01b760ba031f2d9,0xf155e1a57db0ca820ae37ab4050e0e4c7cfcecd0
0xcd16f5fd5ba78d16d2a1f08ba79f74d16a45dca1,rfUST-WONE,0x971803c316d80ee490156af78e8eb5067edb73ac,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x2d0bb96706761a1b13581c9ddd5d471240ef2252,bscBNB-bscMOCHI,0xb1f6e61e1e113625593a22fa6aa94f8052bc39e0,0xda73f5c25c0d644afd20da5535558956b192b262
0x338aea8d9810e5d1767db4e5de9e4276b12dfc7c,WAGMI-BUSD,0x0dc78c79b4eb080ead5c1d16559225a46b580694,0xe176ebe47d621b984a73036b9da5d834411ef734
0xceb1901880bcd1554926f2d8dd0a435b62992b7a,TURD-WONE,0xcdbdc498687d41a2fb220d9d89d98695974e655e,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xe34e33d9310b1c5fb82de77cafedc788645fa786,JEWEL-ELEPHANT,0x72cb10c6bfa5624dd07ef608027e366bd690048f,0xc30a7f9c216b945ff8acfb389e955a637eb0f478
0x37cd2ae74b1ddd2d9452fef76be57b0189e7b540,ARANK-WONE,0xbd16b0b2eb520b7ff4a4156d367ee359ac19c531,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x920d9d3cd5e547e0f9ab9232910ec04314f49a7d,UST-CHEFF,0x224e64ec1bdce3870a6a6c777edd450454068fec,0x5788459f55dff8f459281cc0d5fe445ade71b2ae
0x368fe5335d63922c3081c6e5fe3b81a6a06f7196,DFKBLUEEGG-WONE,0x9678518e04fe02fb30b55e2d0e554e26306d0892,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x5234a8b27fc8b26783d7c414a94c8d09b5321205,BABYSMUG-RVRS,0xcffa951d31cec708bd33272bc2cd7ac5af72a26e,0xed0b4b0f0e2c17646682fc98ace09feb99af3ade
0x6ba1b8d28dcdd95ee9b9e44d65986e1c967124e7,bscBUSD-1USDC,0x0ab43550a6915f9f67d0c454c2e90385e6497eaa,0x985458e523db3d53125813ed68c274899e9dfab4
0x2106d0b3de14dfe921e79a203037acbd0de2c1d5,COINKX-WONE,0x7ca9c1d0bb11f1b7c31ee5538d7a75aaf2d8e2fc,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x945e004f1889c9642f9a37ef36af1a0d88ed18c7,CHEEZ-1FRAX,0xbbd83ef0c9d347c85e60f1b5d2c58796dbe1ba0d,0xeb6c08ccb4421b6088e581ce04fcfbed15893ac3
0x7c718f708e7d671cca4a880f31df2ed95967e40a,EIGHT-WONE,0xcda2fdeee5c382e401c04dc929e53ababf6c8109,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x05cec76be997562b1df952a443ce59a18657b946,YOG-WONE,0x8948985338e836f82435efc944fe5131c734c18e,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x5ef7622cf0d40bde750987031f614a9032911152,1ETH-1SUSHI,0x6983d1e6def3690c4d616b13597a09e6193ea013,0xbec775cb42abfa4288de81f387a9b1a3c4bc552a
0x8d4ff2fe8e56bb7f167736376bb4e6f5582ef542,VINCI-WONE,0xb8e0497018c991e86311b64efd9d57b06aedbbae,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x63d3069d80821c253cba70cba8abd00f73d6b420,COINK-XYA,0x296f2dfb968ccb1c3ed6d54e55143ad892cd2b1f,0x9b68bf4bf89c115c721105eaf6bd5164afcc51e4
0x99483250ddf1c21da230d5f811198d97f2933f88,1DOGEN-bscDOGE,0x93c10c4a4436c8f6e5a9d1325b570e84df7fcedb,0xf155e1a57db0ca820ae37ab4050e0e4c7cfcecd0
0x3736b5b6f2033433ea974e121ce19cc6d0e10dc9,QUARTZ-QSHARE,0xb9e05b4c168b56f73940980ae6ef366354357009,0xfa4b16b0f63f5a6d0651592620d585d308f749a4
0x6bbdd50c2cf7c370cba6eac15d13deb21681a509,stONE-WONE,0x22d62b19b7039333ad773b7185bb61294f3adc19,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x9f1285ffa22e03ca1eaf24d1019d470f66e8a58d,DFKGREENEGG-1USDC,0x6d605303e9ac53c59a3da1ece36c9660c7a71da5,0x985458e523db3d53125813ed68c274899e9dfab4
0x446c40b4afdd709c47b0c939f7375d437705d65e,KURO-BOOM,0x3e018675c0ef63eb361b9ef4bfea3a3294c74c7b,0x495500b582ab72ad47eb2d301469ce799bddf9e4
0x705ba45a38700476fd4ea5d8ebe6872c350b69f0,SUS-WONE,0x7fbe7dd4d828d309528ecdabbc35f5a879599a15,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x672238e3cf792c391a2911a3b5d50969f35e2ae2,wsWAGMI-xVIPER,0xbb948620fa9cd554ef9a331b13edea9b181f9d45,0xe064a68994e9380250cfee3e8c0e2ac5c0924548
0x7df2f3dd316294b2549b3ef7fecf44f93d06f611,SEAHORSE-VIPER,0x54b3cc870576b2059f464929ae52196719631eac,0xea589e93ff18b1a1f1e9bac7ef3e86ab62addc79
0xe3815d67e950073d84d2f86c315a64123cc2f32a,1MAGGOT-1ROT,0xbfd4f1699b83edba1106b6e224b7ac599a40be1f,0xfd2a8f8cf7cffea4a613f1dff39b22881d4a1f92
0xffc0404c9b9d8baaa403cfbef4ed32fefe2f71f4,bscBNB-xVIPER,0xb1f6e61e1e113625593a22fa6aa94f8052bc39e0,0xe064a68994e9380250cfee3e8c0e2ac5c0924548
0x83ac4d3721df77f812881f96dd495fe3114da1f7,TROLL-PASTA,0x25dcee96fcd63ad88b812cce02b3fcf7d1504f2d,0x5903720f0132e8bd48530010d9b3192b25f51d8e
0x61ace40750ac3f233a4b30bb865c5f8c0842aff9,SONICx-WONE,0xacace56593f5db262baffd05ef105c383d778020,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x4fefa7d674a83f65c136d81de46e02a1a71ee0a1,VIPER-ROY,0xea589e93ff18b1a1f1e9bac7ef3e86ab62addc79,0xfe1b516a7297eb03229a8b5afad80703911e81cb
0xf1c16cd5e34299f66b358af72c29ef2312899930,JENN-WONE,0x2f459dd7cbcc9d8323621f6fb430cd0555411e7b,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x476fa91cd6adb87dd0ec6ae1be389ec08406ae98,XYA-WONE,0x9b68bf4bf89c115c721105eaf6bd5164afcc51e4,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x01056babe8c72fb765f68083a166be8fbd700e08,WONE-DJJ,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,0xe3e267b18464f3cee00d2e70e18981648998ae9a
0x9af1c5c1ed090c8ca053f5883212d8d6af1eaee8,TET-WONE,0x59fbce10f6fc5fc9016ae294557a235661765c41,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x4e1c764ae7e7c6bdf944ad26b22bc07a0fa8828c,cum-WONE,0x80d9507b6292f58e5b57e90387fcddbe4617995d,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x49feeda373f2f29327a2f4f0ec43524c7708e4c7,rfAVAX-WONE,0x7ba36d67023e3a7e3ec5416cbc6b0b078d2b53c7,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x3c59ca223a2f2ebbfe81ae6bdd27c450b76db524,1WBTC-WBTC,0x3095c7557bcb296ccc6e363de01b760ba031f2d9,0x5d9ab5522c64e1f6ef5e3627eccc093f56167818
0xf9482140d824f69db6a2f49c9392ce2f2c216682,hMOCHI-LOOT,0x0dd740db89b9fda3baadf7396ddad702b6e8d6f5,0xbda99c8695986b45a0dd3979cc6f3974d9753d30
0xcf77f786bdac70d5c0c7709252bcd76dda166b92,PASTA-RAIN,0x5903720f0132e8bd48530010d9b3192b25f51d8e,0xd009b07b4a65cc769379875edc279961d710362d
0x956fdf06c518252f52876dbbc72c9dcf13f01dfd,EDEN-WONE,0xb55106308974cebe299a0f0505435c47b404b9a6,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x35f72268427e32ef904638e06fd67827ef794670,ZUM-MA2,0x5fcd22059e83787dccac5722996d78d81b9e9517,0x62ba6aabe6347b67f2854525c8870cfb8b5ec8a6
0x9747b89cd1c6a45acfe4c5c898364cbcbbdb58a2,UST-LUNA,0x224e64ec1bdce3870a6a6c777edd450454068fec,0x95ce547d730519a90def30d647f37d9e5359b6ae
0xf24967066ec1c7481b29b888112e2e73bfd66ccf,COINK-bscADA,0x4970417a897cc7ae812b9b8db34bb44833c26739,0x582617bd8ca80d22d4432e63fda52d74dcdcee4c
0x4f50971bac4b51625373534b604b432b70138c50,WONE-1DAI,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,0xef977d2f931c1978db5f6747666fa1eacb0d0339
0x4293606da29784e206635aa9cc6a1c5c37fcded5,WONE-tFUZZ,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,0xfaf340e05fa8ec13a55d60ad94f096f424e61f19
0x0a1572526a28fab7dc1e69fa5ae7cde38e2e7fb6,UST-tFUZZ,0x224e64ec1bdce3870a6a6c777edd450454068fec,0xfaf340e05fa8ec13a55d60ad94f096f424e61f19
0xd427fa2e81ee32a64cc935be0af9233c102ddcaf,GCC-VIPER,0x509c402961d5cf6dd85dade4b997c4d8a4f9fbfb,0xea589e93ff18b1a1f1e9bac7ef3e86ab62addc79
0x24c4d9ec3ce3fea4d832004293ab1dc8cc065182,DFKGOLD-1ETH,0x3a4edcf3312f44ef027acfd8c21382a5259936e7,0x6983d1e6def3690c4d616b13597a09e6193ea013
0xf31d9d1d5efe0242bfde0951f7beee8ad416108d,SLD-WONE,0x90cedd07cd4c4c4f9d784abe2674a9a2c6a03ae4,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x9cc4b7bfc8719c692e2afcbbd634c203685b6ec9,CALL-ONEUSD,0xadc1a3ef6fcdf44991b904fffa193cec58556e43,0xc1873199284b4490a4aacbe7cd6710dc6aa95e08
0x4bd300c67f23abaa89793c6ae1aa8bee3343d945,bscMATIC-WONE,0x6e7be5b9b4c9953434cd83950d61408f1ccc3bee,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xd8ab089ae41871cf6f47109f8236bdca84f68333,1ROT-WONE,0x0ff7d1583662b0fc5862e92e807a0219321db518,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x67b221d8ad78b0f19e9d711337ef6dcdb5e0be5b,XLT-SONICx,0xa1c0423a3dbfbcf0b9567c58fa76784d88973342,0xacace56593f5db262baffd05ef105c383d778020
0x6169a870bcfa9eb1c124f140269de44c6f2802c1,TRANQ-MIS,0xcf1709ad76a79d5a60210f23e81ce2460542a836,0xd74433b187cf0ba998ad9be3486b929c76815215
0x5eb839273cd0f92049647f11e7715b5add7d5533,MAD-WONE,0xc10093c2603f26954310d0f9945496f1c74a61eb,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xaca0f9266621662e59fc4edabac26ad733b5e30a,BERIEVE-WONE,0x24d87c36df22e6a7dd996b44218d6353ba9a8198,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x45a00d4c83b56f5dc5f6a5437e4196492cbee72f,JOC-WONE,0x8899656986801395a8e116c970c16f53f4443bc4,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xce06a83b296ee215a3211211577e45e915619646,SONIC-bscETC,0x1e05c8b69e4128949fcef16811a819ef2f55d33e,0x8cd3a0d9af6634cf9b3f72ea08087d7471dde41d
0x802fcdc5fbd1508c68ceebfe5da621a5291aac37,HBTC-WONE,0x48c57e07eb1daaf834d205e7e1cbf423293df543,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x8c458b9318c63276dd156ba94de4399a59976a22,DECRYPT-WONE,0x88c78103102ab6dd736a8d28b0fb81061fdc93e7,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xfec9c2859f6d075d25c043dbff23dd0764f59c01,1USDC-TESTWG,0x985458e523db3d53125813ed68c274899e9dfab4,0xe85c00cc8d030c731a091b42aadd5006994b7f55
0xbbef9c49a09f9f1d55303cb8a66a97cbca3ff1c4,WONE-TESTWG,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,0xe85c00cc8d030c731a091b42aadd5006994b7f55
0xe96acf3cad8383731defd2ca279746b0650ef652,WAGMI-WONE,0x0dc78c79b4eb080ead5c1d16559225a46b580694,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xf61fb842b9e565cee9ddbd309ddc3b118ad2bb3a,WONE-OV,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,0xf0734f041e0588c4a98710df0278d99f78b7f858
0x59c8f00195ac396b0b3b185ae659c93fe875da77,KACO-TYSC,0xf60b8c93f734b13a71ff3969e40923d5c787358e,0xfd6b861a1b5d62821cf2cfd78c51fa53dc4082a4
0x9170202fe3ba6efad8216400b3538e6607043e6a,STRG-WONE,0x133655a9a4153197f5a8bdca2e33fce0540a7c82,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x7b93d301d33f771b9bb2ad64ac6914479783699b,WONE-bscMOCHI,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,0xda73f5c25c0d644afd20da5535558956b192b262
0x1a940ca71a75009f46341df6d12538e189ce3d00,WONE-ANT,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,0xfeb2303376f125d16367c8e9bb3dfeff2ccd2425
0x432408cd66b78c2714e6062811647edce6df2847,SEE-WONE,0x7fa202fdb3b0ecb975119cc3a895bfb3104ada68,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x6f8c867150d017d82652c3dd0cc9f1e9e367f9db,SGVNG-WONE,0xc7e0c58ca325bf876d36d7385efc0e5085f9a13e,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xe352686f350b28b7e07d403a3ab12c049166b1f1,SGVNG-WONE,0xc7e0c58ca325bf876d36d7385efc0e5085f9a13e,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x5b64e749e576d6af5f91a2abd4b92c58ace5d54a,JEWEL-LP-WONE,0x90a48cb3a724ef6f8e6240f4788559f6370b6925,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x3bba1d82636a7eef943ba33047bf2614ee5c55c4,VENOM-LP-WONE,0x8fd44a4fb89e26a97b0edf99535236d415d03e50,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x8685a09e5093b9bd83d733e72fdd18f029480dbc,hMOCHI-1AAVE,0x0dd740db89b9fda3baadf7396ddad702b6e8d6f5,0xcf323aad9e522b93f11c352caa519ad0e14eb40f
0x4169692a367f1c2d5be3486d390747447c380f60,WONE-NGMI,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,0xee4f41c59cb0d62c15684cc79c57b525f94a6109
0x220afb08f571d6a424b44811d0b8f3e5e73d3954,drD-VIPER,0x25e12ea8173f048def579fbefcd0831e5e6a9a1e,0xea589e93ff18b1a1f1e9bac7ef3e86ab62addc79
0x8090a55c454403c7c606bfaadf517a2d16b9a1db,WONE-PIZZA,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,0xecd508b7f6e163945ab74c6cb3bf0ad81dcf8d55
0x142e5999ccc59239edf3440b62d2acecb1575978,RTE-WONE,0x46ee347df7797766f9da7b9e83b9121f5d4c1125,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x1dab78383c9b2711a59fc5211b55dc139c5896b5,HCI-WONE,0x02657550aa0d31f4255371efd3751bc65c215934,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x319ac018632d999b74e434d9026187b019a2227d,1USDT-WONE,0x3c2b8be99c50593081eaa2a724f0b8285f5aba8f,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xe9b74a73f354cbccc351d354e44eb2312f873237,RUG-WONE,0x3abf6912f7e1c6c9d21d940f5fddc7647728b225,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x55c4b7d8137990cfcdd6c1e163b06ac7a1466e79,Peach-WONE,0x498299b47a517824c0f4233392a6c1c84caedb5b,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xd01dd9cdc90042f77b1a4c2e95b906c8772fb465,WONE-MFT,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,0xd5db34f74ba0852d6cbe874eee45f29e39fd8a7d
0x48d272cb408320d199ba1d7b3b6e623757f7ac57,PPO-1PH,0x702f8c8dd19b02dc43ce23bc0f8deb38c752d139,0xfaf53198f1bf6cb37e7b9ed7b7311e308149fb42
0xe627a0e71b8a6982953b09c7d7bb090d32fb2294,PPi-WONE,0x586e370e759e3692e89fb7a476ddba8a584a0269,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x3e9bf88b52261d9cbf325a60c47283864d01b5b8,bscWISB-VIPER,0x8f0d210bf0b8a3a3e4b1012b21e6974818a35b94,0xea589e93ff18b1a1f1e9bac7ef3e86ab62addc79
0x579b133c91dc11e3e5d1316d46bac670ad0953be,PANDA-WONE,0xa1c3e6b822a226e4aa9ed3f44372af7f3361eefc,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x2c8ee1bdadd805dcf799f314f499f2d024c1132c,VALI-WONE,0x3a587845a7d6a1f49258ac7cde0dc54a5759d2b5,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x7a247f5df4fdc169d9ec06a2e3a3978bbac09ec4,BANANI-WONE,0xa34b64439972f395af813e1fd1a60b8f3d0b2a32,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x439501c3153ecfde594105cd65b48ecacd7c65b5,BANANI-VIPER,0xa34b64439972f395af813e1fd1a60b8f3d0b2a32,0xea589e93ff18b1a1f1e9bac7ef3e86ab62addc79
0x8d31aac4a4ee3508c5f54396e3e79b7ea6076c14,EMERALD-WONE,0x2694ae90998647fb372e2b070d82f61175446821,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x583511415d1c13512fe315c4d60de915937fedb1,KWP-WONE,0x4fd40657ebab1ca43573191ebd2a64a617b27ceb,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x9ea4928e6265d697149fb988327bf7a353bd391b,bscSAFEMOON-WONE,0x58c5e26fcc4d1d442396d33b58af31549c64d22f,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0xec8c9238c1ccd0c194bc2814d53648c74d7bda4c,JSB-VIPER,0xcd9f77461ab11de9cce6b1d89da428d5392ca5a2,0xea589e93ff18b1a1f1e9bac7ef3e86ab62addc79
0x2d3b1f517f335d32ddd4ec7a900af5745054f762,WONE-EGG,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a,0xd3059812cd864cd1c59dbb73ad39465176e05281
0x0abf62ed773de48ce3584e154e100c8a90289e57,TSLA-WONE,0xc785d049bd82f53d6a936ab0258e6c8de90abc67,0xcf664087a5bb0237a0bad6742852ec6c8d69a27a
0x1f413c81cf153548755c5763a408887b48f79399,VIPER-Alone,0xea589e93ff18b1a1f1e9bac7ef3e86ab62addc79,0xf013e7736779f44db8a34e56ac86a3b3218648c2
