token_address,token_name,token_symbol,decimals
0x5b40f3f160e0804c5353a0b516e65de5e421f493,"Loot LP Token",LOOT-LP,18
0x3095c7557bcb296ccc6e363de01b760ba031f2d9,"Wrapped BTC",1WBTC,8
0x45ce8dfe805a07ae3b708fb05b5be918fb7191ac,"Inferno",INFER,18
0x01e74a25e795f80902704827e1be17ddc7f3cf6d,"COINK",COINK,9
0x1490b2069bcfad93a33de57526a389a53ba6547a,"Venom LP Token",VENOM-LP,18
0x5cfd8bd3e9504634ad1475db8551ed448d7d4e27,"FRAX TOKEN",FRAX,18
0x9949130dcc679e99d0f7b7280186e3da8cd3586b,"Venom LP Token",VENOM-LP,18
0xa71ebb88d300d4ab9fd16e8c587a2799b0f0e71f,"Warm Home",HOME,18
0x611917ad4d306d08914f024ae191f168f6c793ab,"Venom LP Token",VENOM-LP,18
0x64821f9f3b59c916dd4ce85ea2ca174293661117,"zkMaps",zkMaps,18
0x6b24fbd093bb6b888841a54785f617800804951e,"NFTrental",NFTRENT,18
0xfd9e737e1c4634dd4b1030242c0d8e5d254ab47d,"Farm Hero",HERO,16
0xb603595b1aa457ac216ba17ebd85a8a6a4d5997f,"MOLLY",BATCH1,18
0xd50a12310854860685ecd30df1f379df15eface5,"Venom LP Token",VENOM-LP,18
0x5456fd0cfbc4cdd9a08c89da9cf09a6afc73dc28,"Jewel LP Token",JEWEL-LP,18
0x5d7c3e1fa36bbeedf77a45e69759c5bfa56570b8,"Jewel LP Token",JEWEL-LP,18
0x493250f553530ccd7da10eeb8b6edc3a6f86e47d,"Venom LP Token",VENOM-LP,18
0x4db87db6eadb02c5612eb4cf522d8188fb80a9ad,"Venom LP Token",VENOM-LP,18
0x0e183710a7d63d1f671f6e6404ba70eb458f53f2,"SlyMoney",Sly,18
0x398908b8ceea97f68634869441dfe3e46cae7ccd,"Hermes Protocol",HRMS,18
0xfd2b255587c88c6cf5a8c2718e127d999018034d,"Venom LP Token",VENOM-LP,18
0xc082d5f49618e42177e3b6fea735715fede4e0ea,"Adena LP Token",ADENA-LP,18
0x510260b9e60b2aafb6711312ab389a8377ac345a,"OxSwap LP Token",WONE-OXST,18
0xb976ab3739d1eed814964763ebfa563f22849a42,"HODL TWO - The HODLening",HODL2,18
0x4e316a569a7807884fd53ccd043c66185f54659f,"OpenSwap LP Token",XYA/WONE,18
0xb43c0c0b9ab597858f8d946823f744fe3bbd5ae3,"Never gonna give you up",ASTLEY,1
0x1689ab868c916a625c53c995c02094366d39c8bb,"Venom LP Token",VENOM-LP,18
0x049e55121e45dd4bf56fab00071131c3ca12e269,"CURU",CURU,18
0xfa67d486b70ee2f1f5db645fb31386c416e6d752,"Venom LP Token",VENOM-LP,18
0xdde1de384d257402003a29ce4527d3890b8b4b09,"Jewel LP Token",JEWEL-LP,18
0x18c8250e88726508effa2fd6e6b73e7df1b6cdbc,"FUCK Upbit",SEOKWOO,18
0x514b9d7da6147530668ebde76d1223dc71263db0,"testJRU",testJRU,9
0x9e7bcb8a0081fedd89072f9f374d330f5ceb32f0,"SushiSwap LP Token",SLP,18
0x43f2933c3dde89b8d051525c4979a2febe2a652a,"Jewel LP Token",JEWEL-LP,18
0x38cd09c0b20f2916ab6ff7643f5d879ce16e8f4c,"SushiSwap LP Token",SLP,18
0xdc236db89dbcf2dea01725c5d5a9a3b7e62ea015,"tstp",TSTP,18
0x57bda316eaa7a56709f0009d2599acba9a921f20,"GuestSwap",GUEST,18
0x748bbbf09317ad5099eea315946c38098eb1274c,"Jewel LP Token",JEWEL-LP,18
0x6c8c943bc3f1b791b96be5cb36f4829880c3f643,"Two",TWO,10
0xb29006314d1a0c4294be64a5d3b97d89731a7f8f,"SushiSwap LP Token",SLP,18
0xbabac23e944f9fcb0e0ad17f8cee6cdfb8eeb49d,"stest",STEST,18
0x6222ec47a5364da37fb28ad777666b28151b071a,"PLATINUM",PLAT,0
0xb977f7095d10ee4ce24bda7febd9ba411301876a,"ETH",bsc11ETH,18
0xa35d041cec89ffe121811364c84cf51d1b23c57b,"Elk Liquidity",ELP,18
0x6ea77cf838836655cf64e0a9d2d47ff071b2bf09,"ScarceCoin",SCAR,18
0x32554bf62276f9d59ee58d535a3d0878c531228f,"Adena LP Token",ADENA-LP,18
0x8d53fb107c3ea9836fb93c5f601b3db151adaa4d,"SushiSwap LP Token",SLP,18
0xde71675eece3fba47f28ce8ad2bd9d0bc8db4930,"Venom LP Token",VENOM-LP,18
0xde28beae20675f80180dd72e92f97e34a7863961,"Bitchoin",BTCH,18
0x5996b60e6b032db3f6de4ea6fe1803b571419243,"Jewel LP Token",JEWEL-LP,18
0x403478408387266bb9dd207cc892ca50be659956,"Venom LP Token",VENOM-LP,18
0x6fba27bc931c003b8212115dd7801197e7c86b30,"Venom LP Token",VENOM-LP,18
0x8750f5651af49950b5419928fecefca7c82141e3,"WagmiDAO",GMI,18
0x97a28e4f6d5b2fd96c2b5e2b2f8d57af45351f3e,"BRAVE COIN",BRAVE,9
0xa7a4af4c29c9bf9e3e076c4fb19e83605860ab60,"Jewel LP Token",JEWEL-LP,18
0xe04804c9f750b305d50cbf8cd4974afd512464c4,"Venom LP Token",VENOM-LP,18
0xbff0e94acd5ae267799a54157b0767e6d98e7fc9,"Reverb Token",REVERB,18
0xf39ce0af5b28ce6636ab4201042ea248234dead1,"Olympus",OHM,9
0x6618c4a230d4f745b5b0ca196083313ee6ab6cd1,"Richard",DOGE425,18
0x66be94bab2846fe49f4530735c0330b995004fa8,"Timepass",TPS,18
0x7f6445963a6383e5b6cb91a04342f5eafde68b10,"Squid",SQUID,18
0x9d29476f95a18af6999555bfd3134fc442695c07,"Loot LP Token",LOOT-LP,18
0xf20c835654ac18e9bd62ef9abe1f9041d789e2ff,"Cheff",CHEFF,18
0xde1864c38f3dd5de184282676613497ee3253397,"SushiSwap LP Token",SLP,18
0x957ca3852f11f9a92cc508ea5c3150d141799c2f,"Venom LP Token",VENOM-LP,18
0x54c59cc0ad2ec1de3c5b7057d900d306f16453ef,"Venom LP Token",VENOM-LP,18
0xb5ac9a645559fb2a25bd18a98f5be962c9dbcec7,"Venom LP Token",VENOM-LP,18
0xb38b4314ff770eada1544f033fcda5bb3a0fccbd,"BUSD-BD1 from BSC",1BUSD,18
0xbc464d465a8788b51671fac8cf300e27407e20e4,"Staked Doberman",sDOB,9
0x31ace0d4883e2fd212af24fb0d83354e905b39ec,"Dai Stablecoin",DAI,18
0x0b56a283491a15bd03d265f84ee65b226ac04664,"ElephantPit",xElephant,18
0x3481580ab2a0d9c83368bca9d391324d4e8af2db,"Venom LP Token",VENOM-LP,18
0xb7c434bbfd0860f043a7ed24e22b08b2474a0e89,"Olympus",OHM,9
0xebe8a800c773b6582359699042662454c4281a39,"Nullermus",NUL,18
0x966905c9c2e2f9970f6a9fe94cecf0908dfa396d,"Jewel LP Token",JEWEL-LP,18
0x000f83d91ba3659dd6203dbf44186b111160d899,"Venom LP Token",VENOM-LP,18
0x631adeb5f40e34cb799b1e7144cbc1e4cd912754,"Blue O. Token",BLUO,18
0x5840c15a7bdeeaefb8f627a864b113c6fada6ac9,"SushiSwap LP Token",SLP,18
0x076814efba428e5f217dad5d30db820b5e49a26b,"Jewel LP Token",JEWEL-LP,18
0x86b807faa3cb1b2d45ffb527090123eeaff95148,"Boss LP Token",BOSS-LP,18
0x46beef0886bd6b9d62f77c08f659e0b0eb73d74e,"SeeSwap Protocol Token",SWAP,18
0xf3ccc4d6824b5ffe07c8aaa8228264b789eeb822,"Elephant",ELEPHANT,18
0x80bd2de09525c683893bbf5fd637d1ad8b9a0a1c,"Venom LP Token",VENOM-LP,18
0xd01d7ceefdb57050b694d00574bb9ea545901c5c,"SushiToken",SUSHI,18
0x430af8e366d4b2795196b736ba701d131d51e692,"Mochi LP Token",MOCHI-LP,18
0x994709d0819b50bf44386f97eb0c1b72e7014b49,"Uniswap V2",UNI-V2,18
0x44617f7e7f38932eb6176b5c093c103df4e29b74,"SushiSwap LP Token",SLP,18
0xc97d37434766eec69d606c9038abaf8a6428e7da,"Venom LP Token",VENOM-LP,18
0x2baf222c6c1e2cb4cd4d494028a776334ae581c6,"Bantcoin",BANT,18
0x484b540132e56472e1bdbca99a6825d1473bba63,"SushiSwap LP Token",SLP,18
0x3da1d5a344db4b0cce5ab7c2c106227f6ec08eab,"Venom LP Token",VENOM-LP,18
0x34b913ae83141aeaeb95b80bdd5ed9d23bb093f3,"USA",USA,18
0xd7a3c262560e9b9bbd2cbaff5f85557868e2dbd6,"Venom LP Token",VENOM-LP,18
0xe363f036616be2d61040423e38beb043d0dd2934,"Smug LP Token",SMUG-LP,18
0xd7e0f7e92ee57fc7a94a726a2ad88c82492bc8bf,"SafeONE",SONE,18
0x31b73236c49972f5cb95f63f9a50e212abdbf89b,"Venom LP Token",VENOM-LP,18
0x9e07da230ab03d9f8ec1f62bb4389ca5ab571a57,"Venom LP Token",VENOM-LP,18
0x99cd5a605d45bc935e6b43a45b3378fe7b077ece,"Safe Champ",SCHP,9
0x1d41e32a4c2c67fa8eed534e2ba64211872288b0,"Venom LP Token",VENOM-LP,18
0x8ef5edf501650e04ea9c92c83f31adda573a0c2a,"Swoop",SWP,18
0x4a51ecc1fe9a1e2a094dd5e6618bfe28bd9e0c7f,"rPixelDAO",rPXL,18
0x7077b9d33deca694c32fb4c4f7234a1fc19c3a08,"Venom LP Token",VENOM-LP,18
0xb614e6891b2912f91be214bf167edb2a06478259,"Venom LP Token",VENOM-LP,18
0xe4fd918a3495baf4bfe90f4a4d01d9a8920b0545,"Venom LP Token",VENOM-LP,18
0xde2059437f2237367d3e390bdfa8754bc3a0136c,"Husky",Hus,18
0x40c4d219cac4a8a2e83daf79536768bd6c0be5ce,"Pepe Coin",PEPE,9
0xb2ea51baa12c461327d12a2069d47b30e680b69d,"Space Crown",SMCW,18
0x92b03874fdf4c2ceb664c9017d9c3d8d15b06a7f,"Staked GRYP",sGRYP,9
0x1c86dc138727e580fda623f757fc77a92265c086,"SeanBendecoin",SeanBende,6
0x8a83acd9fe81c69e22ebc3a2b0e58845f5ec91f0,"SushiSwap LP Token",SLP,18
0x76487c99d215e63c13c268cd436bf4c6b808c940,"Dai Stablecoin",DAI,18
0x44cc5bf18375d6b5ae322a49bc16cf618c14bf7b,"Venom LP Token",VENOM-LP,18
0x8c86f10d326f9496bed75805ccec8e768a022486,"QBOND",QBOND,18
0x1d5d2ee701c31b1543c5cc6c0aa373e3d42e4bce,"PENNY",PENNY,18
0xa1450ebab3251675287539ffc7455eb040c29533,"Venom LP Token",VENOM-LP,18
0xd58ecc41e45796c955374dc764a01df74939a788,"ONEverse",ONEverse,9
0x1f8768540d3220eed954ec35aa03d1d8397b8a11,"Loot LP Token",LOOT-LP,18
0x08dbdcf87a4722e979536f8715a5b6f64875fda9,"Venom LP Token",VENOM-LP,18
0x53ac7dd56cda8754ee5a66a63ecb54d39df60802,"Venom LP Token",VENOM-LP,18
0x7db220c8bbfa4ab8419cd5fd4c312146fd887bcf,"Venom LP Token",VENOM-LP,18
0x72e26ae54955de7c3440c270180f02468079710a,"Swoop",SWP,18
0x89f598b220e0c11a8352bdcdc29d9cf58f4ad419,"Eggtart LPs",Eggtart-LP,18
0x1e24efc6ea9054a9471bea2c2c9f491acac28263,"Jewel LP Token",JEWEL-LP,18
0xb39a154b7f5d07e7afd5d04c215bafcd0db9b16c,"Crypto Harmony Index",CHI,18
0x33400cef182ecbed3c24eba55c088ac0ea627e29,"Venom LP Token",VENOM-LP,18
0xa1fd91923315dbc8dc659cc9a690a5de5db6f3d9,"Venom LP Token",VENOM-LP,18
0xc89be18a2d21116f1c9108091c81c2a78dbc5d57,"OE Dispatching",OED,18
0x1a56ec60485b24cc53c321d2570ce6a4219c9c1e,"One Harmony Global",Global one,18
0xcaa3c4b878f856d9de9b7113b1a3c9ff35c53d85,"Piggybankone",COINK,18
0xbd9f500c15cb75da627c658e430af2ec87370002,"BabyPepeTruge",BPT,18
0xaab2ac0af47670ba54b05b5c9994d07fdc57291c,"Bulldog Inu",BULLDOG,9
0x335174dcd48661da6a7067e81fe46c4d7cb098b6,"PowerSwap LP Token",PLP,18
0x93d056cdab8f6664e934560f4a8e826f85f14f8c,"Jewel LP Token",JEWEL-LP,18
0xb0c5f9c15fcd5ef069c14ba4703e28315f687ad2,"PowerSwap LP Token",PLP,18
0x3e1a90ff24c62763871f82c04b07f90f9ae3ab65,"FarmersOnly LP Token",FOX-LP,18
0x4d6db833038a346bceead78e0dde0f5914302fa8,"ToesieToken",ToTo,5
0xd90db16cf3d440585d22334714fad4999a84e681,"SushiSwap LP Token",SLP,18
0xae800c7ad151586aee93c60454f20e480a5301ab,"FarmersOnly LP Token",FOX-LP,18
0x43fd208b0287efe7bb8bbc1b9a393c66c70ff8dd,"MegaToken",MEGA,18
0x23f0bfe3d24e6232b09dac5eafb20a4478ba1aae,"Mochi LP Token",MOCHI-LP,18
0xec5195367380ab3aa38435b56971352ad7dfba0c,"Popay",PPY,18
0x2f2f9e6df691764ed17a5e0ce3d7022ed6f0c830,"Lucky",Lucky,18
0xbd202be9429da5108931c4f7b2ea173228882de1,"PowerToken",POWER,18
0x3783c0f634521ed0ca75fd191d06a4ef847c276e,"COINK",COINK,9
0x7a26990ce1a817691f1536b90058548209d69724,"Freyala",XYA,18
0x399c9e4df17af51ae4b190b8dd72c0ddc41e6f22,"Pancake LPs",Cake-LP,18
0xfe9ace71914256b8ebf3c64f21362d9f783d8e0c,"Jewel LP Token",JEWEL-LP,18
0x63cc356046b9d1d0a02c7114651feb17c851af7b,"affinityfinance",AFNTY,9
0x67995897603090889e490c06007ac6f23192919d,"Reflection Protocol",REFL,9
0xc438201ab55da95c5a7f6e553eb1c175bd83bea7,"Venom LP Token",VENOM-LP,18
0xd2356bc38a746a426fe279b07f54ebe9f8bb5932,"TestToken",TST,18
0x6efe298cfcde05fce8ed950ecbd53d2a1810384d,"WATER COIN",H2O,18
0xfb75704725a019d1ae788ac1a9309321f9856d23,"WORM",Worm,18
0x9b1d1b1ebaf903827cc02a3d9286a001ad127cbf,"FATExDAO LP Token",FATEx-LP,18
0x429197b4f5e1aaa4216d0cc94535452436f44604,"FatalUtopiaCoin",FUC,18
0xdeb34b0e8fb914e348834d6f9780b75a7f19abea,"Particle",PTC,18
0x054e6fee23bb791c126fde3e9f839d3cdc7e6794,"Venom LP Token",VENOM-LP,18
0x77d1cd28da3e38a51ead83f00d00e3b4ef887309,"DSLA-LONG-17",DSLA-LP-17,18
0xac31df38599461cad72aabe9c3b99f5e115f2fa5,"Venom LP Token",VENOM-LP,18
0x0f8e46b874ade26e5a3ff7d2e4ecff10d82e923d,"aba coin",ABA,18
0xedbd1839e273f216f7fa058ad5888452af2c5254,"Stake DAOCurve.fi DAI/USDC/USDT",sd3CRV,18
0xe7ff45a5fae01c957c12a8a0b903526005d026ca,"SushiSwap LP Token",SLP,18
0x1bdc253612e9effefaf0ff8e4d5fff74b50de9ee,"Venom LP Token",VENOM-LP,18
0x12a9a16ece1d2f15bb32d3c7b6cb6c5f3cf24722,"SushiSwap LP Token",SLP,18
0xf468d47ef4a11d3a272f7123e527705f903d864d,"Pixel",PXL,18
0x7a71d40e68215cc1febdd85ddfeaf3606c26fb2f,"Swoop",SWP,18
0x5b29b7794fdac969636d226cf49c91d9bb4273dc,"Dai Stablecoin",DAI,18
0x2bfc2c6b5ccfe641636c573652a34e9d51bf15a4,"PowerSwap LP Token",PLP,18
0x89dcfff7fd09123b5a7a88503a178c0cb12b86f9,"Venom LP Token",VENOM-LP,18
0xe233410b3b8aac8f87a290bc7a7986ebfc9c889d,"Sonic LP Token",SONIC-LP,18
0x979d63373e2078ca53ea6602bc7327544b3f89f4,"Venom LP Token",VENOM-LP,18
0x54b9a718fe819d81cfb83ded6fd6479b13bc172b,"Boba Token",bscBOBA,18
0xc0f412cf8655621763492a173eb519e4093797f0,"captcoin",CACN,18
0x211e3fe09ab2b3657810de1b16b3ed8aa9e49ff0,"Jewel LP Token",JEWEL-LP,18
0xd46ea9eb99e6d1b9a4c868d943134c6479b970ab,"Jewel LP Token",JEWEL-LP,18
0x29ee860a78e92313e626603a300d36173ffb913c,"Venom LP Token",VENOM-LP,18
0x232804a29173d6e2e1068f28a9c754b2229c5203,"SmugDoge.com",SMUG,9
0x8eb64933e49f2889ad9bf76babc924003bc2f842,"SushiSwap LP Token",SLP,18
0x3c43d5a233285b6c0ef9b52eafb21b0183d72ae1,"Wen Moon",Wen,9
0xcffb7135bea8ef0e2b0a64b1ca50c93fb57fb1ba,"Venom LP Token",VENOM-LP,18
0x58cb79a34fc60df1e2cbac2376a0b246a92f67d7,"Smreka",SMREKA,13
0x69bc5acfdb6e70ab43a146167cde1d7211507550,"Uniswap V2",UNI-V2,18
0x54eda684415918500611529baba45fac497ab6c6,"Sonyk",SNK,18
0x6a3b35dc02edb7b4adfa6425ea92e2b5a2f7cb9d,"Venom LP Token",VENOM-LP,18
0xd5bf1118e1892db6a966fe624c711e72ad260cfb,"Venom LP Token",VENOM-LP,18
0x5abf8e6235e47c61f524d1b9c80cdc1261204b36,"Venom LP Token",VENOM-LP,18
0x06b042dd088cdabc9c24f03276f298ea146c8008,"SCAM",SCAM,0
0x0d78f27c1b93ab2b2ef3c20cf7e7a22a0cdfe3ba,"Venom LP Token",VENOM-LP,18
0x807454d4b455aa0949b3b817d857465276238810,"Staked Olympus",sOHM,9
0xf19fa2a0e37b0e593b38714abb63eab064b8565d,"Jewel LP Token",JEWEL-LP,18
0x17dc66c482ff4c098d7add83e4789f35b2956e44,"Venom LP Token",VENOM-LP,18
0x9814c2392be5412c5de090febeee26693e96c9fa,"Hydra",HYDRA,18
0xed87f4dc810caa3d46bafa5c181008457f24bed9,"HODL",HODL,18
0x2d24270f8c5140bbabe17b4903cb45624c563431,"Venom LP Token",VENOM-LP,18
0xacc6cbb7611ef52d287183ad1050ed1949fdecaf,"OneBUSD",1BUSD,18
0xfd6b861a1b5d62821cf2cfd78c51fa53dc4082a4,"TeysaCoin",TYSC,18
0x8298c0e9b7292777f11905c400497ed3bf16ea63,"Harmonyville",HVILLE,18
0x145d1cb12fd7cce994514082e059e7916da8c0e5,"SushiToken",SUSHI,18
0x85e116ab5379027866a1e410d0b5bd05759ad617,"FATExDAO LP Token",FATEx-LP,18
0xa8fbe713fea6bc88dae3c25cd5a74571ac3d00ae,"Jewel LP Token",JEWEL-LP,18
0x5088010e7ad176156f28059b51ac1529f647eb00,"Royale",bsc1ROY,18
0x53862569b9c8f8fab0870c5cb570047c6b0c17d4,"I don't know",IDK,18
0x7f5a68bab443a552321fc4bed5bc8c21e7389b18,"Venom LP Token",VENOM-LP,18
0x22fbee9d0f9a1836573a560ee499b0806f565b39,"Fantom",bsc1bscFTM,18
0x471a63f27617b600a5a6404d6b7f49163ae27dea,"SeeSwap Protocol Token",SWAP,18
0xbe94189c7d9849ba874c9252999d4333b114e040,"Adena LP Token",ADENA-LP,18
0xfaf66040fe540d0d0e76fb169e15b8a7349e29de,"Stream Finance",STF,18
0x5c73f10af28bab98bdd692963174b6fcc3d13c6f,"ViperPit",xVIPER,18
0x0aeb5489314c6f9d7b4d10d9ec59d6fb7d1abe32,"Tranquil ONE",tqONE,8
0xa5316ca2259272a4edff9d281f04f5295343ad3d,"Marfa",MAR,18
0x8685a09e5093b9bd83d733e72fdd18f029480dbc,"Mochi LP Token",MOCHI-LP,18
0xb8c02af0c3123ecc43c61c6b175aaeedd9155a00,"Venom LP Token",VENOM-LP,18
0xa3d84fc06681c6a8e8ebb06c041a941b70e81e5b,"REUCOIN",REU,18
0x0ca3a18f06edbb78d316ee4aaace54a74979be7a,"Warena Token",bscRENA,18
0xfefca33bcab7d32f6d9f1792d3a30355bd277375,"Meta Frog DAO",MFD,18
0x3217bdad35601d6b7e81ae16769363b0a6002d4f,"stest",STEST,18
